O*NET-SOC Code;Title;Description;Area
13-2072.00;Aizdevuma darbinieks;Novērtē, pilnvaro vai iesaka apstiprināt komerciālus, nekustamā īpašuma vai kredīta aizdevumus. Konsultē aizņēmējus par finansiālo stāvokli un maksājuma veidiem. Ietver hipotekāro kredītu amatpersonas un aģentus, inkasācijas analītiķus, kredītu apkalpošanas amatpersonas, aizdevumu parakstītājus un algas dienas aizdevumu amatpersonas.;Finanses
13-2081.00;Nodokļu pārbaudītājs un iekasētājs, kā arī ieņēmumu aģents;Nosaka nodokļu saistības vai iekasē nodokļus no privātpersonām vai uzņēmumu firmām saskaņā ar noteiktajiem likumiem un noteikumiem.;Analītika
13-2082.00;Nodokļu sagatavotājs;Sagatavo nodokļu deklarācijas privātpersonām vai maziem uzņēmumiem.;Finanses
13-2099.00;Finanšu speciālists, visi pārējie;Visi finanšu speciālisti nav atsevišķi uzskaitīti.;Analītika
13-2099.01;Finanšu kvantitatīvais analītiķis;Izstrādā kvantitatīvus paņēmienus, lai informētu par ieguldījumiem vērtspapīros, ieguldījumiem akcijās, cenu noteikšanā vai finanšu instrumentu novērtēšanā. Izstrādā matemātiskos vai statistikas modeļus riska pārvaldībai, aktīvu optimizācijai, cenu noteikšanai vai relatīvās vērtības analīzei.;Analītika
13-2099.04;Krāpšanas pārbaudītājs, izmeklētājs un analītiķis;Iegūst pierādījumus, saņem paziņojumus, sagatavo ziņojumus un liecina par konstatējumiem saistībā ar krāpšanas apgalvojumu atrisināšanu. Var koordinēt krāpšanas atklāšanas un novēršanas darbības.;Analītika
15-1211.00;Datorsistēmu analītiķis;Analizē zinātnes, inženierijas, uzņēmējdarbības un citas datu apstrādes problēmas, lai izstrādātu un ieviestu risinājumus sarežģītām lietojumprogrammu problēmām, sistēmas administrēšanas problēmām vai tīkla problēmām. Veic sistēmu pārvaldības un integrācijas funkcijas, uzlabo esošās datorsistēmas un pārskata datorsistēmu iespējas, darbplūsmu un grafiku ierobežojumus. Var analizēt vai ieteikt komerciāli pieejamu programmatūru.;Tehnoloģijas
15-1211.01;Veselības informātikas speciālists;Lieto zināšanas par māsu un informātiku, lai palīdzētu datorizētu veselības aprūpes sistēmu projektēšanā, izstrādē un pastāvīgās modifikācijās. Var izglītot personālu un palīdzēt problēmu risināšanā, lai veicinātu veselības aprūpes sistēmas ieviešanu.;Tehnoloģijas
15-1212.00;Informācijas drošības analītiķis;Plāno, ievieš, jaunināt vai pārraudzī drošības pasākumus datortīklu un informācijas aizsardzībai. Novērtē sistēmas ievainojamības drošības risku dēļ un ierosina un ievieš riska mazināšanas stratēģijas. Var nodrošināt atbilstošu drošības kontroli, kas aizsargās digitālos failus un svarīgu elektronisko infrastruktūru. Var reaģēt uz datoru drošības pārkāpumiem un vīrusiem.;Tehnoloģijas
15-1221.00;Datoru un informācijas pētniecības zinātnieks;Veic pētījumus fundamentālajā datorzinātnē un informācijas zinātnē kā teorētiķi, dizaineri vai izgudrotāji. Izstrādā risinājumus problēmām datoru aparatūras un programmatūras jomā.;Tehnoloģijas
15-1231.00;Datortīklu atbalsta speciālists;Analizē, pārbauda, novērš problēmas un novērtē esošās tīkla sistēmas, piemēram, lokālos tīklus (LAN), teritoriālos tīklus (WAN), mākoņtīklus, serverus un citus datu sakaru tīklus. Veic tīkla apkopi, lai nodrošinātu tīklu pareizu darbību ar minimāliem pārtraukumiem.;Tehnoloģijas
15-1232.00;Datoru lietotāju atbalsta speciālists;Sniedz tehnisko palīdzību datoru lietotājiem. Atbild uz klientu jautājumiem vai atrisina datora problēmas klātienē, pa tālruni vai elektroniski. Var sniegt palīdzību saistībā ar datoru aparatūras un programmatūras lietošanu, tostarp drukāšanu, instalēšanu, teksta apstrādi, elektronisko pastu un operētājsistēmām.;Tehnoloģijas
15-1241.00;Datortīklu arhitekts;Izstrādā un ievieš datoru un informācijas tīklus, piemēram, lokālos tīklus (LAN), teritoriālos tīklus (WAN), iekštīklus, ārtīklus un citus datu sakaru tīklus. Veic tīkla modelēšanu, analīzi un plānošanu, tostarp tīkla infrastruktūru jaudas vajadzību analīzi. Var arī izstrādāt tīkla un datoru drošības pasākumus. Var izpētīt un ieteikt tīkla un datu sakaru aparatūru un programmatūru.;Tehnoloģijas
15-1241.01;Telekomunikāciju inženieru speciālists;Projektē vai konfigurē vadu, bezvadu un satelītu sakaru sistēmas balss, video un datu pakalpojumiem. Uzrauga uzstādīšanu, apkalpošanu un apkopi.;Tehnoloģijas
15-1242.00;Datu bāzes administrators;Administrē, testē un ievieš datoru datu bāzes, pielietojot zināšanas par datu bāzu pārvaldības sistēmām. Saskaņo izmaiņas datoru datu bāzēs. Identificē, izmeklē un atrisina datu bāzes veiktspējas, datu bāzes ietilpības un datu bāzes mērogojamības problēmas. Var plānot, koordinēt un īstenot drošības pasākumus, lai aizsargātu datoru datu bāzes.;Tehnoloģijas
15-1243.00;Datu bāzes arhitekts;Projektēšanas stratēģijas uzņēmumu datubāzēm, datu noliktavas sistēmām un daudzdimensionāliem tīkliem. Iestata standartus datu bāzes darbībām, programmēšanai, vaicājumu procesiem un drošībai. Modelē, projektē un konstruē lielas relāciju datu bāzes vai datu noliktavas. Izveido un optimizē datu modeļus noliktavas infrastruktūrai un darbplūsmai. Integrē jaunas sistēmas ar esošo noliktavas struktūru un uzlabo sistēmas veiktspēju un funkcionalitāti.;Tehnoloģijas
15-1243.01;Datu noliktavas speciālists;Projektē, modelē vai īsteno korporatīvās datu noliktavas darbības. Programmē un konfigurē datu bāzes informācijas noliktavas un sniedz atbalstu noliktavas lietotājiem.;Tehnoloģijas
15-1244.00;Tīkla un datorsistēmu administrators;Instalē, konfigurē un uztur organizācijas lokālo tīklu (LAN), teritoriālo tīklu (WAN), datu sakaru tīklu, operētājsistēmas un fiziskos un virtuālos serverus. Veic sistēmas uzraudzību un pārbauda aparatūras, tīkla un servera resursu un sistēmu integritāti un pieejamību. Pārskata sistēmas un lietojumprogrammu žurnālus un pārbauda plānoto darbu pabeigšanu, tostarp sistēmas dublējumus. Analizē tīkla un servera resursu patēriņu un kontrolē lietotāju piekļuvi. Instalē un jaunina programmatūru un uztur programmatūras licences. Var palīdzēt tīkla modelēšanā, analīzē, plānošanā un tīkla un datu sakaru aparatūras un programmatūras koordinēšanā.;Tehnoloģijas
15-1251.00;Datorprogrammētājs;Izveido, modificē un pārbauda kodu un skriptus, kas ļauj darbojas datora lietojumprogrammām. Darbs pēc programmatūras un tīmekļa izstrādātāju vai citu personu izstrādātām specifikācijām. Var izstrādāt un rakstīt datorprogrammas, lai uzglabātu, atrastu un izgūtu konkrētus dokumentus, datus un informāciju.;Tehnoloģijas
15-1252.00;Programmatūras izstrādātājs;Datoru un tīkla programmatūras vai specializētu utilītu programmu izpēte, projektēšana un izstrāde. Analizē lietotāju vajadzības un izstrādā programmatūras risinājumus, izmantojot datorzinātņu, inženierzinātņu un matemātiskās analīzes principus un metodes. Atjaunina programmatūru vai uzlabo esošās programmatūras iespējas. Var strādāt ar datoru aparatūras inženieriem, lai integrētu aparatūras un programmatūras sistēmas un izstrādātu specifikācijas un veiktspējas prasības. Var uzturēt datu bāzes lietojumprogrammu apgabalā, strādājot individuāli vai koordinējot datu bāzes izstrādi kā daļu no komandas.;Tehnoloģijas
15-1253.00;Programmatūras kvalitātes nodrošināšanas analītiķis un testētājs;Izstrādā un izpilda programmatūras testus, lai identificētu programmatūras problēmas un to cēloņus. Testē sistēmas modifikācijas, lai sagatavotos ieviešanai. Dokumentē programmatūras un lietojumprogrammu defektus, izmantojot kļūdu izsekošanas sistēmu, un ziņo par defektiem programmatūras vai tīmekļa izstrādātājiem. Izveido un uztur zināmo defektu datu bāzes. Var piedalīties programmatūras dizaina pārskatos, lai sniegtu informāciju par funkcionālajām prasībām, darbības parametriem, produktu projektiem un grafikiem.;Tehnoloģijas
15-1254.00;Web izstrādātājs;Izstrādā un ievieš tīmekļa vietnes, tīmekļa lietojumprogrammas, lietojumprogrammu datu bāzes un interaktīvas tīmekļa saskarnes. Novērtē kodu, lai pārliecinātos, ka tas ir pareizi strukturēts, atbilst nozares standartiem un ir saderīgs ar pārlūkprogrammām un ierīcēm. Optimizē vietnes veiktspēju, mērogojamību un servera puses kodu un procesus. Var attīstīt vietņu infrastruktūru un integrē vietnes ar citām datoru lietojumprogrammām.;Tehnoloģijas
15-1255.00;Tīmekļa un digitālo interfeisu dizaineris;Izveido digitālās lietotāja saskarnes vai tīmekļa vietnes. Izstrādā un pārbauda izkārtojumus, saskarnes, funkcionalitāti un navigācijas izvēlnes, lai nodrošinātu saderību un lietojamību dažādās pārlūkprogrammās vai ierīcēs. Var izmantot tīmekļa ietvara lietojumprogrammas, kā arī klienta puses kodu un procesus. Var novērtēt tīmekļa dizainu, ievērojot tīmekļa un pieejamības standartus, kā arī var analizēt tīmekļa lietošanas metriku un optimizē vietnes, lai nodrošinātu to nopērkamību un meklētājprogrammu ranžēšanu. Var izstrādāt un pārbaudīt saskarnes, kas atvieglo cilvēka un datora mijiedarbību un maksimāli palielina digitālo ierīču, vietņu un programmatūras lietojamību, koncentrējoties uz estētiku un dizainu. Var izveidot tīmekļa vietnēs izmantoto grafiku un pārvaldīt vietnes saturu un saites.;Radošums
15-1255.01;Videospēļu dizaineris;Dizaina galvenās videospēļu funkcijas. Norāda novatorisku spēļu un lomu spēles mehāniku, sižeta līnijas un varoņu biogrāfijas. Izveido un uztur projekta dokumentāciju. Vada un sadarbojas ar ražošanas personālu, lai radītu spēles, kā paredzēts.;Tehnoloģijas
15-1299.00;Datora profesija, visi citi;Visas datoru profesijas nav uzskaitītas atsevišķi.;Tehnoloģijas
15-1299.01;Tīmekļa administrators;Pārvalda tīmekļa vides dizaina, izvietošanas, izstrādes un uzturēšanas darbības. Veic tīmekļa vietņu un tīmekļa lietojumprogrammu testēšanu un kvalitātes nodrošināšanu.;Tehnoloģijas
15-1299.02;Ģeogrāfiskās informācijas sistēmu tehnologs un tehniķis;Palīdz zinātniekiem vai saistītiem profesionāļiem ģeogrāfiskās informācijas sistēmu (GIS) datubāzu veidošanā, uzturēšanā, pārveidošanā vai izmantošanā. Var arī veikt kādu pielāgotu lietojumprogrammu izstrādi vai nodrošināt lietotāju atbalstu.;Tehnoloģijas
15-1299.03;Dokumentu pārvaldības speciālists;Ievieš un administrē visa uzņēmuma mēroga dokumentu pārvaldības sistēmas un saistītās procedūras, kas ļauj organizācijām tvert, uzglabāt, izgūst, koplietot un iznīcināt elektroniskos ierakstus un dokumentus.;Tehnoloģijas
15-1299.04;Iespiešanās pārbaudītājs;Novērtē tīkla sistēmas drošību, veicot simulētus iekšējos un ārējos kiberuzbrukumus, izmantojot pretinieku rīkus un metodes. Mēģina uzlauzt un izmanto kritiskās sistēmas un piekļūt sensitīvai informācijai, lai novērtētu sistēmas drošību.;Tehnoloģijas
15-1299.05;Informācijas drošības inženieris;Izstrādā un pārraudzī informācijas drošības procedūru un politiku ieviešanu. Izveido, uztur un atjaunina drošības tehnoloģijas, piemēram, ugunsmūrus, lai droši izmantotu datortīklus un pārsūtītu un izgūtu informāciju. Izstrādā un ievieš atbilstošus drošības kontroles pasākumus, lai identificētu ievainojamības un aizsargātu digitālos failus un elektroniskās infrastruktūras. Pārraudzī un reaģē uz datoru drošības pārkāpumiem, vīrusiem un ielaušanos, kā arī veic kriminālistikas izmeklēšanu. Var pārraudzīt informācijas drošības sistēmu novērtēšanu.;Tehnoloģijas
15-1299.06;Digitālās kriminālistikas analītiķis;Veic datorizētu noziegumu izmeklēšanu, iegūstot dokumentārus vai fiziskus pierādījumus, piemēram, digitālos datu nesējus un žurnālus, kas saistīti ar kiberielaušanās incidentiem. Analizē digitālos pierādījumus un izmeklē datoru drošības incidentus, lai iegūtu informāciju, kas atbalsta sistēmas un tīkla ievainojamības mazināšanu. Saglabā un iesniegt ar datoru saistītus pierādījumus, lai atbalstītu kriminālizmeklēšanu, krāpšanu, pretizlūkošanu vai tiesībaizsardzības izmeklēšanu.;Tehnoloģijas
15-1299.07;Blockchain inženieris;Uztur un atbalsta izplatītus un decentralizētus blokķēdes tīklus vai blokķēdes lietojumprogrammas, piemēram, kriptovalūtas apmaiņu, maksājumu apstrādi, dokumentu koplietošanu un digitālo balsošanu. Izstrādā un izvieto drošus blokķēdes dizaina modeļus un risinājumus ģeogrāfiski sadalītos tīklos, izmantojot progresīvas tehnoloģijas. Var palīdzēt infrastruktūras iestatīšanā un lietojumprogrammu pārskatāmības un drošības testēšanā.;Tehnoloģijas
15-1299.08;Datorsistēmu inženieris/arhitekts;Izstrādā un izstrādā risinājumus sarežģītām lietojumprogrammu problēmām, sistēmas administrēšanas problēmām vai tīkla problēmām. Veic sistēmu pārvaldības un integrācijas funkcijas.;Tehnoloģijas
15-1299.09;Informācijas tehnoloģiju projektu vadītājs;Plāno, iniciēt un vada informācijas tehnoloģiju (IT) projektus. Vada un vada tehniskā personāla darbu. Kalpo par saikni starp projektu biznesa un tehniskajiem aspektiem. Plāno projekta posmus un novērtē katra posma ietekmi uz uzņēmējdarbību. Pārraudzī progresu, lai nodrošinātu termiņu, standartu un izmaksu mērķu izpildi.;Tehnoloģijas
15-2011.00;Aktuārs;Analizē statistikas datus, piemēram, mirstības, nelaimes gadījumu, slimību, invaliditātes un pensionēšanās rādītājus, un veido varbūtības tabulas, lai prognozētu risku un saistības par turpmāko pabalstu izmaksu. Var noskaidrot nepieciešamās apdrošināšanas likmes un naudas rezerves, kas nepieciešamas, lai nodrošinātu turpmāko pabalstu izmaksu.;Finanses
15-2021.00;Matemātiķis;Veic pētījumus fundamentālajā matemātikā vai matemātisko metožu pielietošanā zinātnē, vadībā un citās jomās. Risina uzdevumus dažādās jomās, izmantojot matemātiskās metodes.;Tehnoloģijas
15-2031.00;Operāciju izpētes analītiķis;Formulē un pielieto matemātisko modelēšanu un citas optimizācijas metodes, lai izstrādātu un interpretētu informāciju, kas palīdz vadībai lēmumu pieņemšanā, politikas formulēšanā vai citās vadības funkcijās. Var vākt un analizēt datus un izstrādāt lēmumu atbalsta programmatūru, pakalpojumus vai produktus. Var izstrādāt un nodrošināt optimālu laika, izmaksu vai loģistikas tīklus programmas novērtēšanai, pārskatīšanai vai ieviešanai.;Analītika
15-2041.00;Statistiķis;Izstrādā vai pielieto matemātikas vai statistikas teoriju un metodes, lai vāktu, organizētu, interpretētu un apkopotu skaitliskos datus, lai nodrošinātu izmantojamu informāciju. Var specializēties tādās jomās kā biostatistika, lauksaimniecības statistika, uzņēmējdarbības statistika vai ekonomikas statistika. Ietver matemātikas un aptauju statistiķus.;Analītika
15-2041.01;Biostatistiķis;Izstrādā un pielieto biostatistikas teoriju un metodes dzīvības zinātņu izpētē.;Tehnoloģijas
15-2051.00;Datu zinātnieks;Izstrādā un ievieš paņēmienu vai analītikas lietojumprogrammu kopumu, lai pārveidotu neapstrādātus datus jēgpilnā informācijā, izmantojot uz datiem orientētas programmēšanas valodas un vizualizācijas programmatūru. Izmanto datu ieguvi, datu modelēšanu, dabiskās valodas apstrādi un mašīnmācīšanos, lai iegūtu un analizētu informāciju no lielām strukturētām un nestrukturētām datu kopām. Vizualizē, interpretē un ziņo par datu atradumiem. Var izveidot dinamiskus datu pārskatus.;Analītika
